"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 02, 2018","96,149,000","96,795,000","97,439,000","95,893,000","0.16K","-0.62%"
"Nov 01, 2018","96,749,000","97,072,000","97,198,000","96,100,000","0.16K","-0.33%"
"Oct 31, 2018","97,072,000","96,851,000","97,550,000","96,050,000","0.14K","0.23%"
"Oct 30, 2018","96,851,000","96,379,000","97,005,000","96,006,000","0.13K","0.49%"
"Oct 29, 2018","96,379,000","97,635,000","98,086,000","96,000,000","0.26K","-1.29%"
"Oct 28, 2018","97,635,000","97,748,000","97,849,000","97,550,000","0.06K","-0.12%"
"Oct 27, 2018","97,748,000","97,735,000","98,000,000","97,679,000","0.06K","-0.13%"
"Oct 26, 2018","97,880,000","97,680,000","98,194,000","97,353,000","0.12K","0.20%"
"Oct 25, 2018","97,681,000","97,783,000","97,989,000","97,455,000","0.14K","-0.10%"
"Oct 24, 2018","97,782,000","97,281,000","97,998,000","97,255,000","0.14K","0.52%"
"Oct 23, 2018","97,281,000","97,800,000","98,072,000","97,270,000","0.17K","-0.53%"
"Oct 22, 2018","97,801,000","97,809,000","98,095,000","97,450,000","0.19K","-0.01%"
"Oct 21, 2018","97,809,000","97,906,000","98,403,000","97,803,000","0.09K","-0.10%"
"Oct 20, 2018","97,906,000","97,909,000","98,495,000","97,592,000","0.15K","-0.00%"
"Oct 19, 2018","97,909,000","97,217,000","98,100,000","97,202,000","0.15K","0.71%"
"Oct 18, 2018","97,217,000","98,091,000","98,292,000","97,202,000","0.22K","-0.89%"
"Oct 17, 2018","98,091,000","98,047,000","98,400,000","97,579,000","0.17K","-0.11%"
"Oct 16, 2018","98,200,000","98,501,000","99,132,000","97,198,000","0.21K","-0.31%"
"Oct 15, 2018","98,501,000","96,701,000","103,000,000","96,206,000","0.56K","1.86%"
"Oct 14, 2018","96,701,000","96,999,000","97,642,000","96,629,000","0.11K","-0.31%"
"Oct 13, 2018","96,999,000","96,798,000","97,097,000","96,505,000","0.10K","0.21%"
"Oct 12, 2018","96,798,000","96,677,000","97,599,000","96,000,000","0.18K","0.13%"
"Oct 11, 2018","96,677,000","99,800,000","99,822,000","95,500,000","0.38K","-3.13%"
"Oct 10, 2018","99,800,000","100,398,000","100,545,000","98,500,000","0.14K","-0.60%"
"Oct 09, 2018","100,398,000","100,820,000","101,136,000","100,002,000","0.11K","-0.42%"
"Oct 08, 2018","100,820,000","99,617,000","101,399,000","99,557,000","0.18K","1.21%"
"Oct 07, 2018","99,617,000","99,807,000","99,998,000","99,358,000","0.08K","-0.19%"
"Oct 06, 2018","99,807,000","100,181,000","100,500,000","99,414,000","0.12K","-0.37%"
"Oct 05, 2018","100,181,000","99,355,000","100,181,000","99,007,000","0.14K","0.83%"
"Oct 04, 2018","99,355,000","98,131,000","99,777,000","98,131,000","0.17K","1.25%"
"Oct 03, 2018","98,130,000","98,744,000","98,770,000","97,574,000","0.19K","-0.52%"
"Oct 02, 2018","98,642,000","98,586,000","99,501,000","98,300,000","0.19K","0.06%"
"Oct 01, 2018","98,586,000","98,539,000","99,050,000","98,000,000","0.20K","0.05%"
"Sep 30, 2018","98,539,000","98,180,000","99,123,000","97,656,000","0.18K","0.37%"
"Sep 29, 2018","98,180,000","98,295,000","98,488,000","96,013,000","0.37K","-0.12%"
"Sep 28, 2018","98,295,000","98,059,000","98,363,000","98,059,000","0.16K","0.24%"
"Sep 27, 2018","98,060,000","96,453,000","99,117,000","96,138,000","0.24K","1.67%"
"Sep 26, 2018","96,453,000","96,344,000","97,600,000","95,800,000","0.20K","0.11%"
"Sep 25, 2018","96,344,000","96,654,000","96,900,000","95,601,000","0.16K","-0.32%"
"Sep 24, 2018","96,654,000","96,117,000","97,088,000","95,719,000","0.23K","0.56%"
"Sep 23, 2018","96,117,000","96,701,000","96,999,000","95,500,000","0.13K","-0.60%"
"Sep 22, 2018","96,701,000","97,628,000","98,422,000","95,619,000","0.16K","-0.95%"
"Sep 21, 2018","97,628,000","96,370,000","98,718,000","96,022,000","0.31K","1.31%"
"Sep 20, 2018","96,370,000","95,450,000","96,893,000","95,100,000","0.20K","0.96%"
"Sep 19, 2018","95,450,000","95,336,000","97,297,000","92,620,000","0.26K","0.12%"
"Sep 18, 2018","95,336,000","94,401,000","96,079,000","94,051,000","0.19K","0.92%"
"Sep 17, 2018","94,471,000","96,452,000","97,079,000","93,608,000","0.23K","-2.05%"
"Sep 16, 2018","96,452,000","96,775,000","96,798,000","95,443,000","0.10K","-0.33%"
"Sep 15, 2018","96,775,000","96,096,000","97,140,000","95,959,000","0.08K","0.71%"
"Sep 14, 2018","96,096,000","96,307,000","97,312,000","95,000,000","0.19K","-0.22%"
"Sep 13, 2018","96,307,000","95,161,000","97,386,000","95,161,000","0.18K","1.20%"
"Sep 12, 2018","95,161,000","95,781,000","95,820,000","94,200,000","0.22K","-0.57%"
"Sep 11, 2018","95,708,000","96,000,000","97,000,000","94,450,000","0.25K","-0.30%"
"Sep 10, 2018","95,999,000","95,039,000","96,768,000","94,615,000","0.25K","1.01%"
"Sep 09, 2018","95,039,000","94,665,000","97,777,000","94,012,000","0.15K","0.40%"
"Sep 08, 2018","94,665,000","97,472,000","98,400,000","93,600,000","0.22K","-2.65%"
"Sep 07, 2018","97,243,000","98,379,000","98,883,000","96,700,000","0.31K","-1.15%"
"Sep 06, 2018","98,379,000","100,001,000","100,133,000","94,501,000","0.41K","-1.62%"
"Sep 05, 2018","100,000,000","108,999,000","109,800,000","100,000,000","0.46K","-8.26%"
"Sep 04, 2018","109,000,000","106,610,000","109,627,000","106,298,000","0.22K","2.24%"
"Sep 03, 2018","106,610,000","106,210,000","107,194,000","105,270,000","0.20K","0.38%"
"Sep 02, 2018","106,210,000","105,050,000","106,695,000","104,496,000","0.20K","1.10%"
"Sep 01, 2018","105,052,000","102,858,000","105,781,000","102,737,000","0.30K","2.01%"
"Aug 31, 2018","102,979,000","102,315,000","103,579,000","101,622,000","0.25K","0.65%"
"Aug 30, 2018","102,315,000","102,632,000","102,794,000","100,077,000","0.26K","-0.31%"
"Aug 29, 2018","102,632,000","102,501,000","103,745,000","101,371,000","0.22K","0.09%"
"Aug 28, 2018","102,536,000","100,000,000","102,999,000","99,601,000","0.32K","2.58%"
"Aug 27, 2018","99,960,000","97,747,000","99,999,000","97,174,000","0.19K","2.26%"
"Aug 26, 2018","97,747,000","97,902,000","98,500,000","96,100,000","0.15K","-0.16%"
"Aug 25, 2018","97,901,000","97,172,000","98,274,000","97,045,000","0.20K","0.88%"
"Aug 24, 2018","97,047,000","96,585,000","97,836,000","94,889,000","0.32K","0.46%"
"Aug 23, 2018","96,600,000","94,287,000","97,002,000","94,264,000","0.18K","2.45%"
"Aug 22, 2018","94,287,000","94,824,000","99,800,000","93,700,000","0.36K","-0.57%"
"Aug 21, 2018","94,824,000","92,975,000","95,458,000","92,966,000","0.23K","1.99%"
"Aug 20, 2018","92,975,000","94,444,000","95,000,000","92,489,000","0.25K","-1.56%"
"Aug 19, 2018","94,444,000","93,650,000","95,111,000","92,798,000","0.14K","0.85%"
"Aug 18, 2018","93,649,000","95,156,000","95,792,000","92,279,000","0.28K","-1.58%"
"Aug 17, 2018","95,156,000","92,735,000","95,495,000","92,733,000","0.23K","2.61%"
"Aug 16, 2018","92,733,000","91,952,000","94,990,000","91,400,000","0.23K","0.85%"
"Aug 15, 2018","91,952,000","91,820,000","96,499,000","91,410,000","0.37K","0.14%"
"Aug 14, 2018","91,820,000","93,500,000","93,500,000","88,388,000","0.41K","-1.79%"
"Aug 13, 2018","93,493,000","93,742,000","97,000,000","91,866,000","0.24K","-0.27%"
"Aug 12, 2018","93,742,000","92,632,000","94,508,000","91,462,000","0.12K","1.14%"
"Aug 11, 2018","92,683,000","91,515,000","95,849,000","90,000,000","0.21K","1.28%"
"Aug 10, 2018","91,516,000","96,250,000","96,802,000","89,900,000","0.29K","-4.96%"
"Aug 09, 2018","96,293,000","92,041,000","97,112,000","91,500,000","0.23K","4.62%"
"Aug 08, 2018","92,041,000","98,901,000","99,155,000","90,750,000","0.38K","-6.94%"
"Aug 07, 2018","98,901,000","102,049,000","104,122,000","98,312,000","0.25K","-3.08%"
"Aug 06, 2018","102,049,000","103,302,000","105,418,000","100,999,000","0.21K","-1.21%"
"Aug 05, 2018","103,303,000","102,998,000","104,295,000","101,741,000","0.13K","0.30%"
"Aug 04, 2018","102,998,000","108,978,000","109,941,000","102,209,000","0.20K","-5.49%"
"Aug 03, 2018","108,977,000","110,719,000","110,893,000","107,200,000","0.25K","-1.73%"
"Aug 02, 2018","110,894,000","111,699,000","112,688,000","109,577,000","0.23K","-0.72%"
"Aug 01, 2018","111,700,000","113,588,000","113,999,000","109,930,000","0.33K","-1.66%"
"Jul 31, 2018","113,588,000","118,516,000","118,517,000","112,800,000","0.31K","-4.16%"
"Jul 30, 2018","118,516,000","119,470,000","119,804,000","114,804,000","0.24K","-0.80%"
"Jul 29, 2018","119,470,000","119,299,000","120,000,000","118,476,000","0.10K","0.14%"
"Jul 28, 2018","119,299,000","118,499,000","119,498,000","117,800,000","0.10K","0.68%"
"Jul 27, 2018","118,499,000","115,393,000","120,401,000","113,856,000","0.28K","2.69%"
"Jul 26, 2018","115,393,000","118,001,000","120,351,000","114,227,000","0.29K","-2.21%"
"Jul 25, 2018","118,000,000","123,267,000","123,551,000","117,082,000","0.44K","-4.34%"
"Jul 24, 2018","123,353,000","112,977,000","123,676,000","112,723,000","0.63K","9.18%"
"Jul 23, 2018","112,977,000","108,461,000","113,491,000","108,211,000","0.34K","4.16%"
"Jul 22, 2018","108,461,000","107,634,000","109,999,000","107,118,000","0.20K","0.77%"
"Jul 21, 2018","107,634,000","107,248,000","107,999,000","105,572,000","0.20K","0.17%"
"Jul 20, 2018","107,449,000","104,892,000","109,958,000","104,029,000","0.41K","2.34%"
"Jul 19, 2018","104,994,000","103,311,000","105,301,000","101,140,000","0.41K","1.63%"
"Jul 18, 2018","103,311,000","102,921,000","105,507,000","102,494,000","0.54K","0.38%"
"Jul 17, 2018","102,920,000","96,052,000","104,995,000","95,203,000","0.64K","7.15%"
"Jul 16, 2018","96,052,000","92,233,000","96,074,000","91,802,000","0.41K","4.14%"
"Jul 15, 2018","92,233,000","90,799,000","92,892,000","90,799,000","0.14K","1.60%"
"Jul 14, 2018","90,780,000","90,755,000","91,548,000","90,541,000","0.11K","0.03%"
"Jul 13, 2018","90,755,000","90,922,000","92,036,000","89,923,000","0.18K","-0.18%"
"Jul 12, 2018","90,922,000","93,701,000","93,949,000","89,503,000","0.37K","-2.97%"
"Jul 11, 2018","93,701,000","92,001,000","94,123,000","92,000,000","0.24K","1.85%"
"Jul 10, 2018","92,001,000","96,575,000","96,850,000","92,000,000","0.35K","-4.74%"
"Jul 09, 2018","96,575,000","97,452,000","97,998,000","96,500,000","0.30K","-0.90%"
"Jul 08, 2018","97,452,000","97,681,000","98,410,000","96,910,000","0.23K","-0.23%"
"Jul 07, 2018","97,679,000","95,809,000","98,105,000","95,000,000","0.20K","1.96%"
"Jul 06, 2018","95,801,000","95,728,000","96,601,000","94,712,000","0.20K","0.08%"
"Jul 05, 2018","95,728,000","95,758,000","97,200,000","94,701,000","0.22K","-0.03%"
"Jul 04, 2018","95,758,000","95,278,000","97,955,000","93,796,000","0.25K","0.50%"
"Jul 03, 2018","95,278,000","94,888,000","96,474,000","94,819,000","0.20K","0.41%"
"Jul 02, 2018","94,887,000","90,697,000","95,600,000","90,053,000","0.29K","4.83%"
"Jul 01, 2018","90,515,000","91,284,000","91,600,000","89,542,000","0.16K","-0.84%"
"Jun 30, 2018","91,284,000","89,694,000","94,427,000","89,693,000","0.30K","1.77%"
"Jun 29, 2018","89,695,000","85,330,000","91,046,000","84,500,000","0.31K","5.10%"
"Jun 28, 2018","85,343,000","88,538,000","89,487,000","85,250,000","0.32K","-3.61%"
"Jun 27, 2018","88,538,000","87,777,000","88,837,000","86,823,000","0.16K","0.86%"
"Jun 26, 2018","87,781,000","89,814,000","90,527,000","87,597,000","0.21K","-2.26%"
"Jun 25, 2018","89,814,000","88,069,000","91,064,000","87,676,000","0.26K","1.98%"
"Jun 24, 2018","88,069,000","88,776,000","89,590,000","83,250,000","0.35K","-0.80%"
"Jun 23, 2018","88,776,000","87,214,000","89,646,000","86,294,000","0.21K","1.79%"
"Jun 22, 2018","87,214,000","95,782,000","96,200,000","86,300,000","0.45K","-8.95%"
"Jun 21, 2018","95,782,000","96,300,000","97,432,000","95,750,000","0.22K","-0.54%"
"Jun 20, 2018","96,300,000","96,144,000","96,890,000","94,083,000","0.23K","0.16%"
"Jun 19, 2018","96,145,000","96,500,000","97,131,000","95,502,000","0.18K","-0.37%"
"Jun 18, 2018","96,500,000","93,850,000","97,699,000","93,100,000","0.23K","2.82%"
"Jun 17, 2018","93,850,000","94,606,000","95,200,000","93,700,000","0.10K","-0.80%"
"Jun 16, 2018","94,606,000","93,737,000","95,395,000","93,000,000","0.14K","0.93%"
"Jun 15, 2018","93,737,000","96,424,000","96,770,000","93,498,000","0.21K","-2.79%"
"Jun 14, 2018","96,424,000","91,287,000","97,330,000","91,008,000","0.36K","5.62%"
"Jun 13, 2018","91,289,000","94,779,000","95,614,000","90,319,000","0.37K","-3.68%"
"Jun 12, 2018","94,779,000","99,462,000","99,699,000","93,011,000","0.38K","-4.59%"
"Jun 11, 2018","99,338,000","100,000,000","101,918,000","96,582,000","0.46K","-0.66%"
"Jun 10, 2018","100,000,000","107,197,000","107,200,000","99,411,000","0.48K","-6.72%"
"Jun 09, 2018","107,200,000","107,041,000","107,801,000","106,727,000","0.14K","0.15%"
"Jun 08, 2018","107,041,000","107,350,000","107,748,000","105,805,000","0.25K","-0.29%"
"Jun 07, 2018","107,350,000","107,453,000","108,598,000","106,883,000","0.18K","-0.10%"
"Jun 06, 2018","107,453,000","107,096,000","108,125,000","105,652,000","0.24K","0.33%"
"Jun 05, 2018","107,095,000","106,567,000","107,888,000","105,300,000","0.40K","0.50%"
"Jun 04, 2018","106,566,000","107,510,000","107,905,000","105,149,000","0.33K","-0.88%"
"Jun 03, 2018","107,510,000","106,102,000","108,457,000","105,736,000","0.28K","1.33%"
"Jun 02, 2018","106,102,000","105,691,000","107,011,000","104,868,000","0.25K","0.39%"
"Jun 01, 2018","105,690,000","105,052,000","106,839,000","104,156,000","0.26K","0.61%"
"May 31, 2018","105,052,000","104,498,000","107,439,000","103,040,000","0.58K","0.53%"
"May 30, 2018","104,497,000","105,190,000","106,999,000","102,853,000","0.28K","-0.66%"
"May 29, 2018","105,190,000","102,209,000","106,499,000","101,516,000","0.28K","2.92%"
"May 28, 2018","102,209,000","106,168,000","106,297,000","101,997,000","0.41K","-3.73%"
"May 27, 2018","106,168,000","106,284,000","106,543,000","105,000,000","0.19K","-0.11%"
"May 26, 2018","106,285,000","107,445,000","109,004,000","106,088,000","0.17K","-1.04%"
"May 25, 2018","107,400,000","109,206,000","109,998,000","106,011,000","0.21K","-1.65%"
"May 24, 2018","109,206,000","110,080,000","112,736,000","106,274,000","0.31K","-0.79%"
"May 23, 2018","110,080,000","117,225,000","117,225,000","109,268,000","0.36K","-6.09%"
"May 22, 2018","117,224,000","120,578,000","120,579,000","117,000,000","0.20K","-2.78%"
"May 21, 2018","120,578,000","120,399,000","121,502,000","119,507,000","0.22K","0.15%"
"May 20, 2018","120,398,000","118,395,000","121,000,000","117,435,000","0.14K","1.69%"
"May 19, 2018","118,395,000","118,762,000","120,079,000","117,503,000","0.14K","-0.31%"
"May 18, 2018","118,763,000","116,300,000","120,000,000","114,300,000","0.23K","2.12%"
"May 17, 2018","116,300,000","121,000,000","121,135,000","115,891,000","0.25K","-3.88%"
"May 16, 2018","121,000,000","122,376,000","122,719,000","118,002,000","0.33K","-1.13%"
"May 15, 2018","122,377,000","123,838,000","125,840,000","121,592,000","0.29K","-0.63%"
"May 14, 2018","123,147,000","124,705,000","125,996,000","119,761,000","0.40K","-1.25%"
"May 13, 2018","124,701,000","121,899,000","125,214,000","120,501,000","0.22K","2.62%"
"May 12, 2018","121,516,000","121,000,000","123,979,000","117,700,000","0.29K","0.42%"
"May 11, 2018","121,006,000","130,150,000","130,154,000","120,918,000","0.46K","-7.03%"
"May 10, 2018","130,154,000","132,853,000","134,001,000","129,883,000","0.22K","-2.03%"
"May 09, 2018","132,853,000","132,259,000","133,519,000","129,418,000","0.22K","0.45%"
"May 08, 2018","132,259,000","132,503,000","134,500,000","130,048,000","0.27K","-0.18%"
"May 07, 2018","132,503,000","135,100,992","135,423,008","130,800,000","0.31K","-1.92%"
"May 06, 2018","135,102,000","136,687,008","137,828,000","133,605,000","0.28K","-1.22%"
"May 05, 2018","136,771,008","134,215,000","137,920,992","134,215,000","0.33K","1.90%"
"May 04, 2018","134,217,000","133,122,000","134,998,000","130,700,000","0.41K","0.77%"
"May 03, 2018","133,196,000","127,178,000","133,255,000","126,501,000","0.55K","4.73%"
"May 02, 2018","127,177,000","125,624,000","127,588,000","124,920,000","0.30K","1.24%"
"May 01, 2018","125,624,000","128,700,000","128,700,000","123,301,000","0.35K","-2.39%"
"Apr 30, 2018","128,700,000","128,412,000","129,150,000","127,197,000","0.36K","0.23%"
"Apr 29, 2018","128,411,000","127,551,000","129,000,000","125,920,000","0.36K","0.67%"
"Apr 28, 2018","127,551,000","124,019,000","128,685,000","123,510,000","0.35K","2.85%"
"Apr 27, 2018","124,019,000","128,602,000","129,220,000","123,953,000","0.38K","-3.56%"
"Apr 26, 2018","128,602,000","124,792,000","129,250,000","121,303,000","0.46K","3.05%"
"Apr 25, 2018","124,792,000","132,997,000","134,743,008","123,245,000","0.74K","-6.17%"
"Apr 24, 2018","132,997,000","123,760,000","133,452,000","123,657,000","0.66K","7.46%"
"Apr 23, 2018","123,760,000","121,848,000","123,800,000","121,566,000","0.29K","1.57%"
"Apr 22, 2018","121,848,000","122,999,000","123,825,000","121,205,000","0.29K","-0.94%"
"Apr 21, 2018","122,999,000","122,501,000","125,179,000","118,500,000","0.53K","0.41%"
"Apr 20, 2018","122,501,000","115,600,000","122,800,000","115,599,000","0.65K","5.97%"
"Apr 19, 2018","115,600,000","112,509,000","115,710,000","112,499,000","0.47K","2.75%"
"Apr 18, 2018","112,509,000","109,884,000","112,700,000","109,715,000","0.31K","2.39%"
"Apr 17, 2018","109,884,000","108,202,000","111,580,000","108,202,000","0.36K","1.55%"
"Apr 16, 2018","108,202,000","108,747,000","109,643,000","106,501,000","0.58K","-0.47%"
"Apr 15, 2018","108,710,000","106,011,000","109,643,000","105,700,000","0.34K","2.55%"
"Apr 14, 2018","106,011,000","104,770,000","107,500,000","104,451,000","0.32K","1.18%"
"Apr 13, 2018","104,770,000","105,990,000","108,936,000","104,000,000","0.77K","-1.15%"
"Apr 12, 2018","105,990,000","96,100,000","106,030,000","94,000,000","1.02K","10.36%"
"Apr 11, 2018","96,039,000","95,479,000","96,500,000","95,151,000","0.27K","0.59%"
"Apr 10, 2018","95,479,000","95,226,000","96,000,000","94,200,000","0.28K","0.27%"
"Apr 09, 2018","95,226,000","97,580,000","100,000,000","93,402,000","0.54K","-2.41%"
"Apr 08, 2018","97,580,000","96,997,000","98,661,000","96,502,000","0.19K","0.60%"
"Apr 07, 2018","96,997,000","93,470,000","98,465,000","93,280,000","0.29K","3.77%"
"Apr 06, 2018","93,470,000","95,185,000","95,977,000","92,407,000","0.45K","-1.80%"
"Apr 05, 2018","95,185,000","96,043,000","97,705,000","93,456,000","0.52K","-0.89%"
"Apr 04, 2018","96,043,000","103,962,000","104,100,000","94,688,000","0.49K","-7.62%"
"Apr 03, 2018","103,962,000","98,681,000","104,755,000","98,315,000","0.47K","5.35%"
"Apr 02, 2018","98,681,000","95,806,000","99,800,000","95,100,000","0.41K","3.00%"
"Apr 01, 2018","95,805,000","98,173,000","99,406,000","91,263,000","0.42K","-2.41%"
"Mar 31, 2018","98,173,000","97,231,000","100,934,000","96,003,000","0.32K","0.97%"
"Mar 30, 2018","97,231,000","100,012,000","103,773,000","93,758,000","0.63K","-2.78%"
"Mar 29, 2018","100,012,000","111,199,000","111,498,000","98,003,000","0.47K","-10.06%"
"Mar 28, 2018","111,200,000","110,499,000","113,743,000","110,002,000","0.26K","0.63%"
"Mar 27, 2018","110,499,000","115,597,000","116,500,000","110,301,000","0.35K","-4.41%"
"Mar 26, 2018","115,597,000","120,990,000","121,185,000","112,000,000","0.46K","-4.46%"
"Mar 25, 2018","120,990,000","121,000,000","122,810,000","119,550,000","0.28K","0.08%"
"Mar 24, 2018","120,888,000","125,126,000","125,998,000","120,774,000","0.30K","-3.39%"
"Mar 23, 2018","125,126,000","123,602,000","125,126,000","118,360,000","0.33K","1.23%"
"Mar 22, 2018","123,602,000","125,298,000","127,500,000","120,300,000","0.40K","-1.35%"
"Mar 21, 2018","125,298,000","124,502,000","128,898,000","123,600,000","0.52K","0.64%"
"Mar 20, 2018","124,502,000","120,000,000","125,676,000","117,500,000","0.69K","3.75%"
"Mar 19, 2018","120,000,000","114,700,000","120,502,000","112,200,000","0.60K","4.62%"
"Mar 18, 2018","114,700,000","111,270,000","115,000,000","102,555,000","0.54K","3.08%"
"Mar 17, 2018","111,270,000","116,000,000","116,494,000","108,500,000","0.36K","-4.08%"
"Mar 16, 2018","116,000,000","116,493,000","119,500,000","112,000,000","0.39K","-0.42%"
"Mar 15, 2018","116,493,000","116,415,000","118,418,000","107,406,000","0.88K","0.07%"
"Mar 14, 2018","116,415,000","128,900,000","131,000,000","115,200,000","0.91K","-9.63%"
"Mar 13, 2018","128,817,000","129,002,000","132,750,000","126,449,000","0.47K","-0.14%"
"Mar 12, 2018","129,002,000","132,651,000","137,100,000","125,365,000","0.67K","-2.75%"
"Mar 11, 2018","132,651,000","126,412,000","135,031,008","123,123,000","0.59K","4.94%"
"Mar 10, 2018","126,412,000","131,702,000","134,262,000","125,203,000","0.40K","-4.02%"
"Mar 09, 2018","131,702,000","132,113,000","133,894,000","120,133,000","0.80K","-0.31%"
"Mar 08, 2018","132,113,000","141,000,992","144,632,992","132,111,000","0.62K","-6.30%"
"Mar 07, 2018","141,000,992","149,300,000","151,900,000","136,498,000","0.61K","-5.56%"
"Mar 06, 2018","149,300,000","158,200,000","158,200,000","147,876,000","0.42K","-5.63%"
"Mar 05, 2018","158,200,000","156,980,000","159,720,992","155,616,992","0.37K","0.78%"
"Mar 04, 2018","156,980,000","156,479,008","157,400,000","153,500,000","0.28K","0.32%"
"Mar 03, 2018","156,479,008","152,732,992","157,604,000","152,732,992","0.45K","2.45%"
"Mar 02, 2018","152,732,992","150,504,992","154,500,000","150,100,992","0.50K","1.48%"
"Mar 01, 2018","150,504,992","146,598,000","151,995,008","145,056,000","0.37K","2.67%"
"Feb 28, 2018","146,598,000","148,619,008","153,532,000","145,996,992","0.47K","-1.36%"
"Feb 27, 2018","148,619,008","144,380,992","151,250,000","141,791,008","0.53K","2.94%"
"Feb 26, 2018","144,380,992","138,248,992","145,658,000","135,200,000","0.51K","4.44%"
"Feb 25, 2018","138,248,992","141,547,008","142,492,000","135,300,000","0.32K","-2.33%"
"Feb 24, 2018","141,547,008","145,451,008","148,966,000","139,000,000","0.45K","-2.68%"
"Feb 23, 2018","145,451,008","144,398,000","147,907,008","137,800,000","0.63K","0.89%"
"Feb 22, 2018","144,163,008","149,998,000","155,155,008","140,298,000","0.76K","-3.89%"
"Feb 21, 2018","149,998,000","156,800,000","158,988,000","145,600,000","0.94K","-4.34%"
"Feb 20, 2018","156,800,000","152,699,008","162,032,000","152,550,000","1.02K","2.69%"
"Feb 19, 2018","152,699,008","146,502,000","153,500,000","145,500,992","0.55K","4.48%"
"Feb 18, 2018","146,150,000","152,100,000","156,714,000","141,122,000","0.94K","-3.91%"
"Feb 17, 2018","152,100,000","139,446,000","152,204,992","138,499,008","0.78K","9.07%"
"Feb 16, 2018","139,446,000","137,998,000","140,792,992","135,010,000","0.46K","1.05%"
"Feb 15, 2018","137,998,000","132,658,000","139,398,000","131,300,000","0.96K","4.03%"
"Feb 14, 2018","132,658,000","119,338,000","132,700,000","119,337,000","0.66K","11.16%"
"Feb 13, 2018","119,338,000","122,195,000","122,412,000","117,501,000","0.50K","-2.34%"
"Feb 12, 2018","122,195,000","112,290,000","122,602,000","112,289,000","0.66K","8.82%"
"Feb 11, 2018","112,290,000","118,999,000","119,999,000","110,199,000","0.45K","-5.64%"
"Feb 10, 2018","118,999,000","117,900,000","124,780,000","115,250,000","0.86K","0.93%"
"Feb 09, 2018","117,900,000","115,001,000","117,999,000","111,001,000","0.70K","2.52%"
"Feb 08, 2018","115,001,000","106,675,000","118,208,000","105,449,000","0.98K","7.81%"
"Feb 07, 2018","106,675,000","106,990,000","118,502,000","99,667,000","1.19K","-0.29%"
"Feb 06, 2018","106,990,000","97,002,000","108,108,000","81,100,000","2.10K","10.30%"
"Feb 05, 2018","97,002,000","115,887,000","116,888,000","95,501,000","1.09K","-16.30%"
"Feb 04, 2018","115,887,000","124,666,000","125,755,000","112,888,000","0.48K","-7.04%"
"Feb 03, 2018","124,666,000","122,000,000","127,032,000","112,500,000","0.67K","2.19%"
"Feb 02, 2018","122,000,000","126,021,000","130,000,000","106,003,000","1.49K","-3.19%"
"Feb 01, 2018","126,021,000","140,500,000","142,000,000","122,000,000","0.84K","-10.31%"
"Jan 31, 2018","140,500,000","140,998,000","145,750,000","135,106,000","0.51K","-0.35%"
"Jan 30, 2018","140,998,000","151,500,000","153,998,000","139,940,000","0.64K","-6.93%"
"Jan 29, 2018","151,500,000","157,580,000","157,800,000","149,938,000","0.44K","-3.86%"
"Jan 28, 2018","157,580,000","153,396,000","159,992,000","152,560,000","0.50K","2.73%"
"Jan 27, 2018","153,396,000","151,800,000","155,200,000","149,750,000","0.40K","1.05%"
"Jan 26, 2018","151,800,000","154,015,008","157,443,008","144,732,992","0.63K","-1.44%"
"Jan 25, 2018","154,015,008","154,100,992","158,620,000","150,600,992","0.55K","-0.06%"
"Jan 24, 2018","154,100,992","149,000,000","156,750,000","146,020,992","0.65K","3.42%"
"Jan 23, 2018","149,000,000","155,800,000","157,500,000","142,054,000","0.81K","-4.36%"
"Jan 22, 2018","155,800,000","165,455,008","168,500,000","146,090,000","0.75K","-5.84%"
"Jan 21, 2018","165,455,008","178,600,000","179,300,992","160,515,008","0.83K","-7.36%"
"Jan 20, 2018","178,600,000","163,484,992","179,880,000","162,667,008","0.96K","9.25%"
"Jan 19, 2018","163,484,992","160,604,992","166,000,000","152,707,008","0.76K","1.79%"
"Jan 18, 2018","160,604,992","154,000,000","178,576,000","148,256,992","1.37K","4.29%"
"Jan 17, 2018","154,000,000","146,371,008","158,666,000","125,003,000","1.81K","5.44%"
"Jan 16, 2018","146,052,000","203,398,000","203,399,008","134,000,096","1.67K","-28.19%"
"Jan 15, 2018","203,399,008","195,599,008","208,000,000","193,000,000","0.64K","3.99%"
"Jan 14, 2018","195,599,008","209,900,000","209,900,000","180,059,008","0.89K","-6.84%"
"Jan 13, 2018","209,968,992","215,255,008","218,196,000","205,098,000","0.61K","-2.77%"
"Jan 12, 2018","215,940,000","214,555,008","222,003,008","212,562,000","0.56K","0.65%"
"Jan 11, 2018","214,555,008","226,691,008","228,339,008","212,500,000","0.76K","-5.37%"
"Jan 10, 2018","226,740,000","236,488,992","236,488,992","212,000,000","1.04K","-4.12%"
"Jan 09, 2018","236,492,000","238,260,000","243,948,992","234,519,008","0.48K","-0.46%"
"Jan 08, 2018","237,575,008","245,366,000","249,000,000","230,000,000","0.79K","-3.42%"
"Jan 07, 2018","245,980,000","249,399,008","250,199,008","242,756,000","0.51K","-1.33%"
"Jan 06, 2018","249,300,992","253,998,000","254,442,000","238,500,000","0.72K","-1.85%"
